Name,Surname,PESEL,Examination Date,Examination Name,Systolic Pressure,Diastolic Pressure,Body Height,Body Weight,BMI,Heart Rate
Mrs. Sabrina Clark DDS,Burch,88866843706,"PyQt5.QtCore.QDateTime(2018, 1, 23, 15, 22, 16)",BloodPressure,106,95,0,0,0,0
Amber Scott,Mahoney,32051772543,"PyQt5.QtCore.QDateTime(2018, 1, 8, 15, 22, 17)",BloodPressure,109,70,0,0,0,0
Hannah Torres,Santiago,38934406174,"PyQt5.QtCore.QDateTime(2018, 2, 16, 15, 22, 17)",BloodPressure,104,83,0,0,0,0
Stacy King,Benjamin,21604625546,"PyQt5.QtCore.QDateTime(2018, 1, 13, 15, 22, 17)",BloodPressure,100,76,0,0,0,0
Erica Watson,Pearson,11153575720,"PyQt5.QtCore.QDateTime(2018, 3, 8, 15, 22, 17)",BloodPressure,110,66,0,0,0,0
Monique Avila,Smith,43717848961,"PyQt5.QtCore.QDateTime(2018, 2, 18, 15, 22, 18)",BloodPressure,105,90,0,0,0,0
Cynthia Cowan,Williamson,66563142949,"PyQt5.QtCore.QDateTime(2018, 2, 21, 15, 22, 18)",BloodPressure,101,92,0,0,0,0
Alexander Miller,Perez,94278947263,"PyQt5.QtCore.QDateTime(2018, 1, 13, 15, 22, 18)",BloodPressure,109,99,0,0,0,0
Mrs. Sabrina Clark DDS,Burch,88866843706,"PyQt5.QtCore.QDateTime(2018, 3, 19, 15, 22, 18)",BloodPressure,109,73,0,0,0,0
Matthew Parker,Davis,64551270953,"PyQt5.QtCore.QDateTime(2018, 2, 9, 15, 22, 18)",BloodPressure,106,61,0,0,0,0
David Grimes,Cooper,83286830794,"PyQt5.QtCore.QDateTime(2018, 1, 17, 15, 22, 19)",BloodPressure,109,95,0,0,0,0
Michael White,Mitchell,26941695700,"PyQt5.QtCore.QDateTime(2018, 4, 15, 15, 22, 20)",BloodPressure,110,64,0,0,0,0
Jason Franklin,Clark,78400125729,"PyQt5.QtCore.QDateTime(2018, 1, 25, 15, 22, 20)",BloodPressure,108,62,0,0,0,0
Erica Watson,Pearson,11153575720,"PyQt5.QtCore.QDateTime(2018, 4, 3, 15, 22, 20)",BloodPressure,102,94,0,0,0,0
Robert Gonzalez,Ryan,84707380746,"PyQt5.QtCore.QDateTime(2018, 1, 14, 15, 22, 20)",BloodPressure,102,98,0,0,0,0
Christopher Jackson,Morales,37714673039,"PyQt5.QtCore.QDateTime(2018, 1, 28, 15, 22, 20)",BloodPressure,102,64,0,0,0,0
Barbara Smith,Wallace,11908101250,"PyQt5.QtCore.QDateTime(2018, 2, 19, 15, 22, 20)",BloodPressure,110,61,0,0,0,0
Dawn Ryan,Ross,48620353999,"PyQt5.QtCore.QDateTime(2018, 2, 14, 15, 22, 20)",BloodPressure,101,87,0,0,0,0
Jonathan Holder,Richardson,79023073704,"PyQt5.QtCore.QDateTime(2018, 3, 2, 15, 22, 20)",BloodPressure,108,94,0,0,0,0
Marcus Daniel,Bond,45225712565,"PyQt5.QtCore.QDateTime(2018, 2, 22, 15, 22, 20)",BloodPressure,101,82,0,0,0,0
Kevin Moore,Guerrero,79418854872,"PyQt5.QtCore.QDateTime(2018, 3, 5, 15, 22, 20)",BloodPressure,108,69,0,0,0,0
Jessica Gray,Miller,12479093758,"PyQt5.QtCore.QDateTime(2018, 3, 11, 15, 22, 20)",BloodPressure,110,84,0,0,0,0
Marcus Daniel,Bond,45225712565,"PyQt5.QtCore.QDateTime(2018, 4, 5, 15, 22, 20)",BloodPressure,108,99,0,0,0,0
Andrea Reed,Owens,95342353240,"PyQt5.QtCore.QDateTime(2018, 3, 12, 15, 22, 21)",BloodPressure,100,89,0,0,0,0
Paula Stewart,Becker,36582710042,"PyQt5.QtCore.QDateTime(2018, 2, 26, 15, 22, 21)",BloodPressure,110,93,0,0,0,0
Benjamin Parks,Cardenas,72148391132,"PyQt5.QtCore.QDateTime(2018, 1, 9, 15, 22, 21)",BloodPressure,101,77,0,0,0,0
Monique Montgomery,Vazquez,76018626395,"PyQt5.QtCore.QDateTime(2018, 1, 27, 15, 22, 21)",BloodPressure,105,81,0,0,0,0
William Solomon,Gilmore,11284870687,"PyQt5.QtCore.QDateTime(2018, 1, 28, 15, 22, 22)",BloodPressure,106,64,0,0,0,0
Zachary Rose,Davis,10836659078,"PyQt5.QtCore.QDateTime(2018, 1, 26, 15, 22, 22)",BloodPressure,108,91,0,0,0,0
Bryan Collier,Lynch,13449305083,"PyQt5.QtCore.QDateTime(2018, 2, 1, 15, 22, 22)",BloodPressure,103,72,0,0,0,0
Benjamin Parks,Cardenas,72148391132,"PyQt5.QtCore.QDateTime(2018, 1, 21, 15, 22, 22)",BloodPressure,105,62,0,0,0,0
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 2, 7, 15, 22, 23)",BloodPressure,103,78,0,0,0,0
Joseph Decker,Ferrell,36828656867,"PyQt5.QtCore.QDateTime(2018, 4, 9, 15, 22, 23)",BloodPressure,110,91,0,0,0,0
Tyler Brown,Martinez,57178547258,"PyQt5.QtCore.QDateTime(2018, 3, 11, 15, 22, 23)",BloodPressure,109,82,0,0,0,0
Rachel Taylor DDS,Meyer,57381470616,"PyQt5.QtCore.QDateTime(2018, 2, 5, 15, 22, 25)",BloodPressure,100,73,0,0,0,0
Tyler Brown,Martinez,57178547258,"PyQt5.QtCore.QDateTime(2018, 4, 4, 15, 22, 25)",BloodPressure,106,69,0,0,0,0
Christopher Jackson,Morales,37714673039,"PyQt5.QtCore.QDateTime(2018, 2, 4, 15, 22, 26)",BloodPressure,102,73,0,0,0,0
Alexander Miller,Perez,94278947263,"PyQt5.QtCore.QDateTime(2018, 1, 21, 15, 22, 26)",BloodPressure,107,66,0,0,0,0
Nicole Washington,Hawkins,85106524905,"PyQt5.QtCore.QDateTime(2018, 3, 16, 15, 22, 26)",BloodPressure,109,62,0,0,0,0
Tyler Massey,Logan,60262956061,"PyQt5.QtCore.QDateTime(2018, 1, 25, 15, 22, 26)",BloodPressure,107,99,0,0,0,0
Pamela Carroll,Flores,99078282774,"PyQt5.QtCore.QDateTime(2018, 4, 6, 15, 22, 26)",BloodPressure,106,66,0,0,0,0
Marcus Daniel,Bond,45225712565,"PyQt5.QtCore.QDateTime(2018, 1, 15, 15, 22, 26)",BloodPressure,102,73,0,0,0,0
Keith Simon,Lewis,94705774895,"PyQt5.QtCore.QDateTime(2018, 1, 14, 15, 22, 27)",BloodPressure,107,86,0,0,0,0
Jamie Hawkins,Robles,39160710218,"PyQt5.QtCore.QDateTime(2018, 4, 10, 15, 22, 27)",BloodPressure,108,83,0,0,0,0
Jenny Jones,Robinson,32658493659,"PyQt5.QtCore.QDateTime(2018, 1, 9, 15, 22, 27)",BloodPressure,109,91,0,0,0,0
Emily Garcia,Abbott,33261153220,"PyQt5.QtCore.QDateTime(2018, 2, 18, 15, 22, 27)",BloodPressure,108,99,0,0,0,0
Curtis Johnson,Campbell,21266911513,"PyQt5.QtCore.QDateTime(2018, 4, 19, 15, 22, 27)",BloodPressure,105,88,0,0,0,0
Amber Scott,Mahoney,32051772543,"PyQt5.QtCore.QDateTime(2018, 1, 30, 15, 22, 27)",BloodPressure,102,87,0,0,0,0
Rick Cowan,King,32920367557,"PyQt5.QtCore.QDateTime(2018, 1, 15, 15, 22, 28)",BloodPressure,102,94,0,0,0,0
Paula Salas,Wiley,61798782983,"PyQt5.QtCore.QDateTime(2018, 2, 5, 15, 22, 28)",BloodPressure,106,64,0,0,0,0
Melissa Harris,Lane,13808681076,"PyQt5.QtCore.QDateTime(2018, 2, 2, 15, 22, 28)",BloodPressure,110,87,0,0,0,0
Curtis Davis,Jones,48496571974,"PyQt5.QtCore.QDateTime(2018, 2, 2, 15, 22, 30)",BloodPressure,102,80,0,0,0,0
Jenny Jones,Robinson,32658493659,"PyQt5.QtCore.QDateTime(2018, 1, 31, 15, 22, 30)",BloodPressure,104,82,0,0,0,0
David Parker,Torres,90587952272,"PyQt5.QtCore.QDateTime(2018, 1, 20, 15, 22, 30)",BloodPressure,104,66,0,0,0,0
